 running on   12 total cores
 distrk:  each k-point on   12 cores,    1 groups
 distr:  one band on    6 cores,    2 groups
 using from now: INCAR     
 vasp.5.4.4.18Apr17-6-g9f103f2a35 (build Aug 13 2019 17:33:20) gamma-only       
  
 POSCAR found type information on POSCAR  Ty Ty
 POSCAR found :  2 types and     104 ions
 scaLAPACK will be used
 WARNING: type information on POSCAR and POTCAR are incompatible
 POTCAR overwrites the type information in POSCAR
 typ   1 type information:  Ty Ni
 WARNING: type information on POSCAR and POTCAR are incompatible
 POTCAR overwrites the type information in POSCAR
 typ   2 type information:  Ty S 
 LDA part: xc-table for Pade appr. of Perdew
 POSCAR, INCAR and KPOINTS ok, starting setup
 FFT: planning ...
 WAVECAR not read
 entering main loop
       N       E                     dE             d eps       ncg     rms          rms(c)
DAV:   1     0.149078164425E+05    0.14908E+05   -0.74225E+05  1660   0.170E+03
DAV:   2     0.995230039658E+03   -0.13913E+05   -0.13426E+05  1450   0.550E+02
DAV:   3    -0.474426600367E+03   -0.14697E+04   -0.13922E+04  1528   0.195E+02
DAV:   4    -0.571678036108E+03   -0.97251E+02   -0.95921E+02  1568   0.448E+01
DAV:   5    -0.575715408178E+03   -0.40374E+01   -0.40308E+01  1824   0.966E+00    0.115E+02
DAV:   6    -0.675440759213E+03   -0.99725E+02   -0.13021E+03  1728   0.124E+02    0.190E+02
DAV:   7    -0.544482891745E+03    0.13096E+03   -0.29323E+02  1552   0.859E+01    0.904E+01
DAV:   8    -0.674417578963E+03   -0.12993E+03   -0.28297E+02  1872   0.114E+02    0.198E+02
DAV:   9    -0.605064380186E+03    0.69353E+02   -0.27511E+02  1864   0.867E+01    0.146E+02
DAV:  10    -0.606939426227E+03   -0.18750E+01   -0.21979E+02  1984   0.773E+01    0.128E+02
DAV:  11    -0.596128901838E+03    0.10811E+02   -0.11255E+02  1888   0.572E+01    0.119E+02
DAV:  12    -0.557250156212E+03    0.38879E+02   -0.96378E+01  1856   0.511E+01    0.712E+01
DAV:  13    -0.552121689655E+03    0.51285E+01   -0.84871E+01  1832   0.552E+01    0.954E+01
DAV:  14    -0.546638226430E+03    0.54835E+01   -0.74898E+01  1888   0.399E+01    0.790E+01
DAV:  15    -0.525298150919E+03    0.21340E+02   -0.37128E+01  1896   0.304E+01    0.464E+01
DAV:  16    -0.519427091538E+03    0.58711E+01   -0.14129E+01  1896   0.177E+01    0.351E+01
DAV:  17    -0.515834593369E+03    0.35925E+01   -0.53749E+00  1864   0.119E+01    0.312E+01
DAV:  18    -0.514754624825E+03    0.10800E+01   -0.29296E+00  1768   0.779E+00    0.281E+01
DAV:  19    -0.513579843802E+03    0.11748E+01   -0.83201E-01  1848   0.489E+00    0.264E+01
DAV:  20    -0.512740453222E+03    0.83939E+00   -0.59572E-01  1880   0.458E+00    0.251E+01
DAV:  21    -0.510743545576E+03    0.19969E+01   -0.71316E-01  2048   0.533E+00    0.209E+01
DAV:  22    -0.509508245522E+03    0.12353E+01   -0.55646E-01  1896   0.395E+00    0.179E+01
DAV:  23    -0.508216067942E+03    0.12922E+01   -0.60112E-01  1912   0.437E+00    0.133E+01
DAV:  24    -0.507844958647E+03    0.37111E+00   -0.40890E-01  1864   0.276E+00    0.114E+01
DAV:  25    -0.507894041077E+03   -0.49082E-01   -0.33445E-01  1720   0.349E+00    0.115E+01
DAV:  26    -0.507349930926E+03    0.54411E+00   -0.62616E-01  2024   0.559E+00    0.813E+00
DAV:  27    -0.507014911248E+03    0.33502E+00   -0.86425E-01  1992   0.500E+00    0.374E+00
DAV:  28    -0.506983935246E+03    0.30976E-01   -0.28086E-01  1824   0.197E+00    0.259E+00
DAV:  29    -0.506973753068E+03    0.10182E-01   -0.70790E-02  1472   0.109E+00    0.207E+00
DAV:  30    -0.506977342850E+03   -0.35898E-02   -0.28829E-02  1528   0.965E-01    0.203E+00
DAV:  31    -0.506974157655E+03    0.31852E-02   -0.35942E-02  1888   0.111E+00    0.184E+00
DAV:  32    -0.506963424663E+03    0.10733E-01   -0.31986E-02  1856   0.103E+00    0.103E+00
DAV:  33    -0.506965527020E+03   -0.21024E-02   -0.22068E-02  1672   0.886E-01    0.110E+00
DAV:  34    -0.506962343473E+03    0.31835E-02   -0.94825E-03  1600   0.647E-01    0.724E-01
DAV:  35    -0.506961513569E+03    0.82990E-03   -0.32257E-03  1848   0.285E-01    0.550E-01
DAV:  36    -0.506961310090E+03    0.20348E-03   -0.14490E-03  1664   0.224E-01    0.445E-01
DAV:  37    -0.506961136113E+03    0.17398E-03   -0.60671E-04  1344   0.139E-01    0.390E-01
DAV:  38    -0.506961230534E+03   -0.94422E-04   -0.62154E-04  1424   0.154E-01
   1 F= -.50696123E+03 E0= -.50631664E+03  d E =-.128918E+01
