 running on   48 total cores
 distrk:  each k-point on   48 cores,    1 groups
 distr:  one band on    6 cores,    8 groups
 using from now: INCAR     
 vasp.6.1.0 28Jan20 (build Mar 31 2020 17:42:31) gamma-only                     
  
 POSCAR found type information on POSCAR NiS 
 POSCAR found :  2 types and     104 ions
 scaLAPACK will be used
 LDA part: xc-table for Pade appr. of Perdew
 POSCAR, INCAR and KPOINTS ok, starting setup
 FFT: planning ...
 WAVECAR not read
 entering main loop
       N       E                     dE             d eps       ncg     rms          rms(c)
DAV:   1     0.146313997366E+05    0.14631E+05   -0.73512E+05  1664   0.169E+03
DAV:   2     0.101340205301E+04   -0.13618E+05   -0.13155E+05  1432   0.544E+02
DAV:   3    -0.473130901404E+03   -0.14865E+04   -0.13856E+04  1592   0.191E+02
DAV:   4    -0.581514737848E+03   -0.10838E+03   -0.10652E+03  1664   0.443E+01
DAV:   5    -0.585070219412E+03   -0.35555E+01   -0.35486E+01  1728   0.866E+00    0.100E+02
DAV:   6    -0.744528768361E+03   -0.15946E+03   -0.14223E+03  1672   0.122E+02    0.202E+02
DAV:   7    -0.576536341243E+03    0.16799E+03   -0.24093E+02  1616   0.794E+01    0.120E+02
DAV:   8    -0.676069273032E+03   -0.99533E+02   -0.19868E+02  1720   0.103E+02    0.157E+02
DAV:   9    -0.659002312685E+03    0.17067E+02   -0.29939E+02  1896   0.880E+01    0.133E+02
DAV:  10    -0.579725429242E+03    0.79277E+02   -0.78615E+01  1848   0.471E+01    0.992E+01
DAV:  11    -0.592248739676E+03   -0.12523E+02   -0.14970E+02  1936   0.520E+01    0.118E+02
DAV:  12    -0.593431463565E+03   -0.11827E+01   -0.11315E+02  1800   0.515E+01    0.123E+02
DAV:  13    -0.556102498254E+03    0.37329E+02   -0.49876E+01  1872   0.296E+01    0.650E+01
DAV:  14    -0.544517286294E+03    0.11585E+02   -0.40197E+01  1896   0.385E+01    0.850E+01
DAV:  15    -0.556530673216E+03   -0.12013E+02   -0.65900E+01  1880   0.368E+01    0.120E+02
DAV:  16    -0.523922360928E+03    0.32608E+02   -0.47308E+01  1912   0.280E+01    0.480E+01
DAV:  17    -0.518470226186E+03    0.54521E+01   -0.18279E+01  1896   0.228E+01    0.330E+01
DAV:  18    -0.516302393187E+03    0.21678E+01   -0.10122E+01  1872   0.168E+01    0.296E+01
DAV:  19    -0.513109835292E+03    0.31926E+01   -0.47487E+00  1856   0.115E+01    0.201E+01
DAV:  20    -0.512487144851E+03    0.62269E+00   -0.14258E+00  1864   0.503E+00    0.183E+01
DAV:  21    -0.512078472386E+03    0.40867E+00   -0.14685E+00  1960   0.592E+00    0.190E+01
DAV:  22    -0.511835986158E+03    0.24249E+00   -0.27237E+00  1904   0.654E+00    0.178E+01
DAV:  23    -0.511519097219E+03    0.31689E+00   -0.13490E+00  1800   0.612E+00    0.138E+01
DAV:  24    -0.511940593386E+03   -0.42150E+00   -0.31683E+00  1784   0.791E+00    0.183E+01
DAV:  25    -0.511412449289E+03    0.52814E+00   -0.83728E-01  1776   0.433E+00    0.150E+01
DAV:  26    -0.512926606652E+03   -0.15142E+01   -0.19011E+00  1928   0.567E+00    0.451E+01
DAV:  27    -0.511613610537E+03    0.13130E+01   -0.92712E-01  1856   0.207E+00    0.250E+01
DAV:  28    -0.511274135948E+03    0.33947E+00   -0.64663E-01  1864   0.274E+00    0.245E+01
DAV:  29    -0.510944741705E+03    0.32939E+00   -0.28836E-01  1880   0.232E+00    0.182E+01
DAV:  30    -0.510618488072E+03    0.32625E+00   -0.18494E-01  1880   0.158E+00    0.108E+01
DAV:  31    -0.510620384563E+03   -0.18965E-02   -0.12209E-01  1960   0.152E+00    0.102E+01
DAV:  32    -0.510527536319E+03    0.92848E-01   -0.10992E-01  1856   0.169E+00    0.773E+00
DAV:  33    -0.510541224483E+03   -0.13688E-01   -0.60843E-02  1672   0.144E+00    0.811E+00
DAV:  34    -0.510576851555E+03   -0.35627E-01   -0.75201E-02  1856   0.136E+00    0.930E+00
DAV:  35    -0.510455137788E+03    0.12171E+00   -0.82692E-02  1888   0.115E+00    0.506E+00
DAV:  36    -0.510420420913E+03    0.34717E-01   -0.80604E-02  1880   0.135E+00    0.295E+00
DAV:  37    -0.510414390726E+03    0.60302E-02   -0.55450E-02  1856   0.105E+00    0.291E+00
DAV:  38    -0.510400993843E+03    0.13397E-01   -0.15948E-02  1704   0.492E-01    0.254E+00
DAV:  39    -0.510396170886E+03    0.48230E-02   -0.39175E-03  1696   0.301E-01    0.222E+00
DAV:  40    -0.510395004741E+03    0.11661E-02   -0.29131E-03  1744   0.283E-01    0.199E+00
DAV:  41    -0.510394078951E+03    0.92579E-03   -0.47565E-03  1840   0.377E-01    0.174E+00
DAV:  42    -0.510393335840E+03    0.74311E-03   -0.56620E-03  1824   0.394E-01    0.150E+00
DAV:  43    -0.510393103393E+03    0.23245E-03   -0.97479E-03  1816   0.427E-01    0.109E+00
DAV:  44    -0.510394413480E+03   -0.13101E-02   -0.34474E-03  1664   0.328E-01    0.956E-01
DAV:  45    -0.510393929466E+03    0.48401E-03   -0.16510E-03  1600   0.217E-01    0.691E-01
DAV:  46    -0.510393846517E+03    0.82949E-04   -0.12109E-03  1464   0.210E-01    0.563E-01
DAV:  47    -0.510393958607E+03   -0.11209E-03   -0.80984E-04  1312   0.155E-01    0.493E-01
DAV:  48    -0.510393927286E+03    0.31321E-04   -0.53749E-04  1176   0.122E-01
   1 F= -.51039393E+03 E0= -.50951868E+03  d E =-.175049E+01
