 running on   48 total cores
 distrk:  each k-point on   48 cores,    1 groups
 distr:  one band on    6 cores,    8 groups
 using from now: INCAR     
 vasp.6.1.0 28Jan20 (build Mar 31 2020 17:42:31) gamma-only                     
  
 POSCAR found type information on POSCAR NiS 
 POSCAR found :  2 types and      72 ions
 scaLAPACK will be used
 LDA part: xc-table for Pade appr. of Perdew
 POSCAR, INCAR and KPOINTS ok, starting setup
 FFT: planning ...
 WAVECAR not read
 entering main loop
       N       E                     dE             d eps       ncg     rms          rms(c)
DAV:   1     0.977938711020E+04    0.97794E+04   -0.50775E+05  1168   0.164E+03
DAV:   2     0.613493247580E+03   -0.91659E+04   -0.88357E+04  1016   0.526E+02
DAV:   3    -0.338348135658E+03   -0.95184E+03   -0.89162E+03  1072   0.181E+02
DAV:   4    -0.401845725475E+03   -0.63498E+02   -0.62610E+02  1088   0.416E+01
DAV:   5    -0.404594579108E+03   -0.27489E+01   -0.27446E+01  1280   0.925E+00    0.819E+01
DAV:   6    -0.492819774822E+03   -0.88225E+02   -0.96423E+02  1160   0.117E+02    0.158E+02
DAV:   7    -0.373448047317E+03    0.11937E+03   -0.17363E+02  1136   0.621E+01    0.629E+01
DAV:   8    -0.449671089365E+03   -0.76223E+02   -0.15243E+02  1336   0.801E+01    0.160E+02
DAV:   9    -0.368676307296E+03    0.80995E+02   -0.11752E+02  1200   0.479E+01    0.717E+01
DAV:  10    -0.373515901634E+03   -0.48396E+01   -0.82785E+01  1320   0.311E+01    0.504E+01
DAV:  11    -0.370344329931E+03    0.31716E+01   -0.22348E+01  1320   0.301E+01    0.608E+01
DAV:  12    -0.364008281018E+03    0.63360E+01   -0.33950E+01  1288   0.253E+01    0.368E+01
DAV:  13    -0.365002178782E+03   -0.99390E+00   -0.19814E+01  1280   0.230E+01    0.549E+01
DAV:  14    -0.359887188734E+03    0.51150E+01   -0.19767E+01  1288   0.143E+01    0.270E+01
DAV:  15    -0.357089940536E+03    0.27972E+01   -0.39371E+00  1280   0.136E+01    0.303E+01
DAV:  16    -0.356758788397E+03    0.33115E+00   -0.86799E+00  1288   0.968E+00    0.195E+01
DAV:  17    -0.355513352049E+03    0.12454E+01   -0.14947E+00  1256   0.860E+00    0.154E+01
DAV:  18    -0.355111190288E+03    0.40216E+00   -0.13224E+00  1296   0.599E+00    0.141E+01
DAV:  19    -0.354697605580E+03    0.41358E+00   -0.41925E-01  1304   0.393E+00    0.112E+01
DAV:  20    -0.354443929828E+03    0.25368E+00   -0.22351E-01  1320   0.285E+00    0.950E+00
DAV:  21    -0.354292861905E+03    0.15107E+00   -0.26102E-01  1304   0.288E+00    0.796E+00
DAV:  22    -0.354227081638E+03    0.65780E-01   -0.40486E-01  1400   0.367E+00    0.731E+00
DAV:  23    -0.354105893279E+03    0.12119E+00   -0.36165E-01  1344   0.363E+00    0.571E+00
DAV:  24    -0.354079446657E+03    0.26447E-01   -0.18320E-01  1320   0.269E+00    0.475E+00
DAV:  25    -0.354023921257E+03    0.55525E-01   -0.13826E-01  1256   0.224E+00    0.315E+00
DAV:  26    -0.354016531820E+03    0.73894E-02   -0.53663E-02  1096   0.107E+00    0.276E+00
DAV:  27    -0.354046015449E+03   -0.29484E-01   -0.57878E-02  1304   0.151E+00    0.376E+00
DAV:  28    -0.354014002723E+03    0.32013E-01   -0.47825E-02  1312   0.152E+00    0.261E+00
DAV:  29    -0.353987031584E+03    0.26971E-01   -0.56112E-02  1488   0.154E+00    0.150E+00
DAV:  30    -0.353991135613E+03   -0.41040E-02   -0.42544E-02  1304   0.132E+00    0.169E+00
DAV:  31    -0.353981501709E+03    0.96339E-02   -0.19861E-02  1288   0.971E-01    0.828E-01
DAV:  32    -0.353983595190E+03   -0.20935E-02   -0.97262E-03  1240   0.668E-01    0.103E+00
DAV:  33    -0.353980216597E+03    0.33786E-02   -0.45298E-03  1160   0.446E-01    0.495E-01
DAV:  34    -0.353980800815E+03   -0.58422E-03   -0.31766E-03  1160   0.368E-01    0.541E-01
DAV:  35    -0.353980073880E+03    0.72693E-03   -0.18604E-03  1104   0.274E-01    0.288E-01
DAV:  36    -0.353980313513E+03   -0.23963E-03   -0.91418E-04  1080   0.183E-01    0.280E-01
DAV:  37    -0.353980387825E+03   -0.74312E-04   -0.52983E-04   840   0.155E-01
   1 F= -.35398039E+03 E0= -.35343935E+03  d E =-.108208E+01
