 running on   12 total cores
 distrk:  each k-point on   12 cores,    1 groups
 distr:  one band on    6 cores,    2 groups
 using from now: INCAR     
 vasp.5.4.4.18Apr17-6-g9f103f2a35 (build Aug 13 2019 17:33:20) gamma-only       
  
 POSCAR found type information on POSCAR  Ty Ty
 POSCAR found :  2 types and      52 ions
 scaLAPACK will be used
 WARNING: type information on POSCAR and POTCAR are incompatible
 POTCAR overwrites the type information in POSCAR
 typ   1 type information:  Ty Ni
 WARNING: type information on POSCAR and POTCAR are incompatible
 POTCAR overwrites the type information in POSCAR
 typ   2 type information:  Ty S 
 LDA part: xc-table for Pade appr. of Perdew
 POSCAR, INCAR and KPOINTS ok, starting setup
 FFT: planning ...
 WAVECAR not read
 entering main loop
       N       E                     dE             d eps       ncg     rms          rms(c)
DAV:   1     0.647336894158E+04    0.64734E+04   -0.36646E+05   848   0.154E+03
DAV:   2     0.360604598608E+03   -0.61128E+04   -0.59108E+04   728   0.492E+02
DAV:   3    -0.248952293694E+03   -0.60956E+03   -0.58480E+03   800   0.165E+02
DAV:   4    -0.280302177266E+03   -0.31350E+02   -0.31026E+02   808   0.356E+01
DAV:   5    -0.281398421552E+03   -0.10962E+01   -0.10941E+01   848   0.692E+00    0.862E+01
DAV:   6    -0.329941348122E+03   -0.48543E+02   -0.69086E+02   864   0.126E+02    0.134E+02
DAV:   7    -0.257067528998E+03    0.72874E+02   -0.15108E+02   792   0.744E+01    0.558E+01
DAV:   8    -0.292616009552E+03   -0.35548E+02   -0.18497E+02   968   0.843E+01    0.937E+01
DAV:   9    -0.259076919549E+03    0.33539E+02   -0.76907E+01   912   0.490E+01    0.436E+01
DAV:  10    -0.273085720835E+03   -0.14009E+02   -0.59511E+01   944   0.577E+01    0.812E+01
DAV:  11    -0.255105904549E+03    0.17980E+02   -0.41453E+01   920   0.313E+01    0.306E+01
DAV:  12    -0.250256868797E+03    0.48490E+01   -0.14581E+01   912   0.305E+01    0.212E+01
DAV:  13    -0.249179648051E+03    0.10772E+01   -0.98556E+00   952   0.230E+01    0.204E+01
DAV:  14    -0.247519268980E+03    0.16604E+01   -0.34489E+00   944   0.142E+01    0.136E+01
DAV:  15    -0.247038974331E+03    0.48029E+00   -0.10444E+00   944   0.725E+00    0.111E+01
DAV:  16    -0.246822674964E+03    0.21630E+00   -0.32330E-01   936   0.387E+00    0.997E+00
DAV:  17    -0.246574249984E+03    0.24842E+00   -0.33406E-01   952   0.484E+00    0.906E+00
DAV:  18    -0.246225469009E+03    0.34878E+00   -0.31157E-01   960   0.457E+00    0.722E+00
DAV:  19    -0.245948604068E+03    0.27686E+00   -0.36724E-01   952   0.481E+00    0.388E+00
DAV:  20    -0.245940868839E+03    0.77352E-02   -0.25939E-01   960   0.364E+00    0.352E+00
DAV:  21    -0.245915327330E+03    0.25542E-01   -0.15449E-01   864   0.296E+00    0.270E+00
DAV:  22    -0.245902733680E+03    0.12594E-01   -0.97890E-02   792   0.201E+00    0.220E+00
DAV:  23    -0.245914891470E+03   -0.12158E-01   -0.73103E-02   856   0.236E+00    0.233E+00
DAV:  24    -0.245895198130E+03    0.19693E-01   -0.54013E-02   944   0.188E+00    0.168E+00
DAV:  25    -0.245886858330E+03    0.83398E-02   -0.21307E-02   944   0.121E+00    0.118E+00
DAV:  26    -0.245880514866E+03    0.63435E-02   -0.14047E-02   960   0.882E-01    0.544E-01
DAV:  27    -0.245881232536E+03   -0.71767E-03   -0.61607E-03   928   0.532E-01    0.545E-01
DAV:  28    -0.245880420262E+03    0.81227E-03   -0.36487E-03   800   0.478E-01    0.379E-01
DAV:  29    -0.245880616686E+03   -0.19642E-03   -0.13343E-03   800   0.287E-01    0.358E-01
DAV:  30    -0.245880333377E+03    0.28331E-03   -0.82196E-04   704   0.256E-01    0.225E-01
DAV:  31    -0.245880487002E+03   -0.15362E-03   -0.41631E-04   520   0.152E-01    0.164E-01
DAV:  32    -0.245880643993E+03   -0.15699E-03   -0.38710E-04   592   0.161E-01    0.108E-01
DAV:  33    -0.245880908762E+03   -0.26477E-03   -0.19427E-04   456   0.959E-02    0.877E-02
DAV:  34    -0.245881023378E+03   -0.11462E-03   -0.13528E-04   432   0.874E-02    0.830E-02
DAV:  35    -0.245881345086E+03   -0.32171E-03   -0.96514E-05   456   0.560E-02    0.660E-02
DAV:  36    -0.245881500524E+03   -0.15544E-03   -0.69418E-05   424   0.651E-02    0.647E-02
DAV:  37    -0.245881767840E+03   -0.26732E-03   -0.63107E-05   440   0.506E-02    0.325E-02
DAV:  38    -0.245881896117E+03   -0.12828E-03   -0.42160E-05   424   0.346E-02    0.355E-02
DAV:  39    -0.245882060834E+03   -0.16472E-03   -0.37931E-05   424   0.339E-02    0.327E-02
DAV:  40    -0.245882176369E+03   -0.11553E-03   -0.21781E-05   424   0.245E-02    0.345E-02
DAV:  41    -0.245882362236E+03   -0.18587E-03   -0.22180E-05   440   0.274E-02    0.234E-02
DAV:  42    -0.245882446195E+03   -0.83959E-04   -0.16507E-05   424   0.175E-02
   1 F= -.24588245E+03 E0= -.24551530E+03  d E =-.734286E+00
