 running on   12 total cores
 distrk:  each k-point on   12 cores,    1 groups
 distr:  one band on    6 cores,    2 groups
 using from now: INCAR     
 vasp.5.4.4.18Apr17-6-g9f103f2a35 (build Aug 13 2019 17:33:20) gamma-only       
  
 POSCAR found type information on POSCAR  Ty Ty
 POSCAR found :  2 types and      72 ions
 scaLAPACK will be used
 WARNING: type information on POSCAR and POTCAR are incompatible
 POTCAR overwrites the type information in POSCAR
 typ   1 type information:  Ty Ni
 WARNING: type information on POSCAR and POTCAR are incompatible
 POTCAR overwrites the type information in POSCAR
 typ   2 type information:  Ty S 
 LDA part: xc-table for Pade appr. of Perdew
 POSCAR, INCAR and KPOINTS ok, starting setup
 FFT: planning ...
 WAVECAR not read
 entering main loop
       N       E                     dE             d eps       ncg     rms          rms(c)
DAV:   1     0.888961711073E+04    0.88896E+04   -0.50596E+05  1176   0.153E+03
DAV:   2     0.472765570881E+03   -0.84169E+04   -0.81274E+04  1028   0.490E+02
DAV:   3    -0.345400705395E+03   -0.81817E+03   -0.78744E+03  1112   0.161E+02
DAV:   4    -0.386635853708E+03   -0.41235E+02   -0.40777E+02  1088   0.349E+01
DAV:   5    -0.388245713118E+03   -0.16099E+01   -0.16076E+01  1192   0.709E+00    0.986E+01
DAV:   6    -0.453284886565E+03   -0.65039E+02   -0.94258E+02  1184   0.126E+02    0.157E+02
DAV:   7    -0.354460557245E+03    0.98824E+02   -0.18503E+02  1080   0.689E+01    0.659E+01
DAV:   8    -0.369537933761E+03   -0.15077E+02   -0.21151E+02  1320   0.745E+01    0.100E+02
DAV:   9    -0.355119408697E+03    0.14419E+02   -0.11334E+02  1232   0.505E+01    0.487E+01
DAV:  10    -0.376881283983E+03   -0.21762E+02   -0.71310E+01  1328   0.583E+01    0.108E+02
DAV:  11    -0.353405792720E+03    0.23475E+02   -0.56955E+01  1304   0.356E+01    0.470E+01
DAV:  12    -0.347653258833E+03    0.57525E+01   -0.30172E+01  1304   0.301E+01    0.335E+01
DAV:  13    -0.343879032963E+03    0.37742E+01   -0.15802E+01  1296   0.253E+01    0.302E+01
DAV:  14    -0.341391017222E+03    0.24880E+01   -0.13777E+01  1296   0.171E+01    0.205E+01
DAV:  15    -0.340193611383E+03    0.11974E+01   -0.31533E+00  1320   0.115E+01    0.151E+01
DAV:  16    -0.339771206572E+03    0.42240E+00   -0.18586E+00  1304   0.920E+00    0.141E+01
DAV:  17    -0.339278424700E+03    0.49278E+00   -0.10162E+00  1296   0.699E+00    0.110E+01
DAV:  18    -0.338923744179E+03    0.35468E+00   -0.55251E-01  1312   0.482E+00    0.904E+00
DAV:  19    -0.338794729021E+03    0.12902E+00   -0.43678E-01  1296   0.455E+00    0.791E+00
DAV:  20    -0.338587399985E+03    0.20733E+00   -0.23498E-01  1288   0.287E+00    0.587E+00
DAV:  21    -0.338487486480E+03    0.99914E-01   -0.19730E-01  1312   0.311E+00    0.482E+00
DAV:  22    -0.338390374403E+03    0.97112E-01   -0.19730E-01  1296   0.290E+00    0.296E+00
DAV:  23    -0.338387312141E+03    0.30623E-02   -0.15390E-01  1304   0.250E+00    0.279E+00
DAV:  24    -0.338366946839E+03    0.20365E-01   -0.10111E-01  1280   0.188E+00    0.202E+00
DAV:  25    -0.338355912311E+03    0.11035E-01   -0.53243E-02  1200   0.154E+00    0.155E+00
DAV:  26    -0.338354051692E+03    0.18606E-02   -0.34099E-02  1304   0.117E+00    0.138E+00
DAV:  27    -0.338347903908E+03    0.61478E-02   -0.20999E-02  1288   0.103E+00    0.947E-01
DAV:  28    -0.338346479116E+03    0.14248E-02   -0.10430E-02  1296   0.672E-01    0.806E-01
DAV:  29    -0.338344415084E+03    0.20640E-02   -0.52936E-03  1184   0.567E-01    0.464E-01
DAV:  30    -0.338344596083E+03   -0.18100E-03   -0.30697E-03  1280   0.365E-01    0.451E-01
DAV:  31    -0.338344128243E+03    0.46784E-03   -0.19122E-03  1200   0.306E-01    0.201E-01
DAV:  32    -0.338344454949E+03   -0.32671E-03   -0.70556E-04  1000   0.184E-01    0.187E-01
DAV:  33    -0.338344944430E+03   -0.48948E-03   -0.44728E-04   848   0.142E-01    0.937E-02
DAV:  34    -0.338345342664E+03   -0.39823E-03   -0.19933E-04   600   0.119E-01    0.106E-01
DAV:  35    -0.338345914778E+03   -0.57211E-03   -0.21354E-04   640   0.930E-02    0.670E-02
DAV:  36    -0.338346200739E+03   -0.28596E-03   -0.11650E-04   600   0.747E-02    0.610E-02
DAV:  37    -0.338347024231E+03   -0.82349E-03   -0.15420E-04   664   0.576E-02    0.629E-02
DAV:  38    -0.338347481060E+03   -0.45683E-03   -0.12729E-04   640   0.729E-02    0.623E-02
DAV:  39    -0.338348117416E+03   -0.63636E-03   -0.10350E-04   600   0.505E-02    0.498E-02
DAV:  40    -0.338348252973E+03   -0.13556E-03   -0.64102E-05   608   0.403E-02    0.338E-02
DAV:  41    -0.338348479967E+03   -0.22699E-03   -0.41320E-05   584   0.226E-02    0.238E-02
DAV:  42    -0.338348582493E+03   -0.10253E-03   -0.25625E-05   600   0.239E-02    0.222E-02
DAV:  43    -0.338348723026E+03   -0.14053E-03   -0.17203E-05   584   0.171E-02    0.137E-02
DAV:  44    -0.338348789901E+03   -0.66875E-04   -0.10973E-05   608   0.146E-02
   1 F= -.33834879E+03 E0= -.33779955E+03  d E =-.109848E+01
