 running on   12 total cores
 distrk:  each k-point on   12 cores,    1 groups
 distr:  one band on    6 cores,    2 groups
 using from now: INCAR     
 vasp.5.4.4.18Apr17-6-g9f103f2a35 (build Aug 13 2019 17:33:20) gamma-only       
  
 POSCAR found type information on POSCAR  Ty Ty
 POSCAR found :  2 types and      72 ions
 scaLAPACK will be used
 WARNING: type information on POSCAR and POTCAR are incompatible
 POTCAR overwrites the type information in POSCAR
 typ   1 type information:  Ty Ni
 WARNING: type information on POSCAR and POTCAR are incompatible
 POTCAR overwrites the type information in POSCAR
 typ   2 type information:  Ty S 
 LDA part: xc-table for Pade appr. of Perdew
 POSCAR, INCAR and KPOINTS ok, starting setup
 FFT: planning ...
 WAVECAR not read
 entering main loop
       N       E                     dE             d eps       ncg     rms          rms(c)
DAV:   1     0.993148082763E+04    0.99315E+04   -0.51355E+05  1160   0.165E+03
DAV:   2     0.609387553862E+03   -0.93221E+04   -0.89875E+04  1012   0.531E+02
DAV:   3    -0.339283569534E+03   -0.94867E+03   -0.90278E+03  1088   0.185E+02
DAV:   4    -0.396967092179E+03   -0.57684E+02   -0.57023E+02  1120   0.411E+01
DAV:   5    -0.399083551832E+03   -0.21165E+01   -0.21132E+01  1248   0.825E+00    0.963E+01
DAV:   6    -0.459865929640E+03   -0.60782E+02   -0.91265E+02  1192   0.122E+02    0.151E+02
DAV:   7    -0.363864292472E+03    0.96002E+02   -0.19327E+02  1088   0.774E+01    0.623E+01
DAV:   8    -0.441047298379E+03   -0.77183E+02   -0.21579E+02  1256   0.978E+01    0.138E+02
DAV:   9    -0.376500568469E+03    0.64547E+02   -0.13100E+02  1224   0.679E+01    0.686E+01
DAV:  10    -0.403969930870E+03   -0.27469E+02   -0.11885E+02  1344   0.742E+01    0.890E+01
DAV:  11    -0.374274773305E+03    0.29695E+02   -0.51666E+01  1288   0.468E+01    0.614E+01
DAV:  12    -0.361984757338E+03    0.12290E+02   -0.41714E+01  1304   0.385E+01    0.365E+01
DAV:  13    -0.356878141497E+03    0.51066E+01   -0.17147E+01  1248   0.278E+01    0.313E+01
DAV:  14    -0.354342627859E+03    0.25355E+01   -0.99512E+00  1288   0.190E+01    0.221E+01
DAV:  15    -0.352704593475E+03    0.16380E+01   -0.28799E+00  1304   0.105E+01    0.162E+01
DAV:  16    -0.352028811566E+03    0.67578E+00   -0.10946E+00  1296   0.678E+00    0.137E+01
DAV:  17    -0.351776439502E+03    0.25237E+00   -0.46470E-01  1304   0.440E+00    0.130E+01
DAV:  18    -0.351373665281E+03    0.40277E+00   -0.46585E-01  1288   0.467E+00    0.111E+01
DAV:  19    -0.351087284972E+03    0.28638E+00   -0.18111E-01  1264   0.245E+00    0.951E+00
DAV:  20    -0.350562038113E+03    0.52525E+00   -0.43237E-01  1432   0.538E+00    0.562E+00
DAV:  21    -0.350457461624E+03    0.10458E+00   -0.41330E-01  1304   0.402E+00    0.386E+00
DAV:  22    -0.350438352449E+03    0.19109E-01   -0.19610E-01  1176   0.277E+00    0.306E+00
DAV:  23    -0.350442989896E+03   -0.46374E-02   -0.13419E-01  1256   0.273E+00    0.289E+00
DAV:  24    -0.350421928668E+03    0.21061E-01   -0.99987E-02  1128   0.233E+00    0.195E+00
DAV:  25    -0.350414198862E+03    0.77298E-02   -0.57792E-02  1168   0.170E+00    0.140E+00
DAV:  26    -0.350410515079E+03    0.36838E-02   -0.21411E-02  1304   0.987E-01    0.108E+00
DAV:  27    -0.350406035819E+03    0.44793E-02   -0.12102E-02  1256   0.803E-01    0.683E-01
DAV:  28    -0.350405486084E+03    0.54973E-03   -0.53525E-03  1288   0.442E-01    0.550E-01
DAV:  29    -0.350405027205E+03    0.45888E-03   -0.35227E-03  1296   0.426E-01    0.373E-01
DAV:  30    -0.350405545927E+03   -0.51872E-03   -0.18945E-03  1152   0.274E-01    0.350E-01
DAV:  31    -0.350405551816E+03   -0.58890E-05   -0.16451E-03  1112   0.302E-01    0.284E-01
DAV:  32    -0.350405602166E+03   -0.50350E-04   -0.71306E-04   928   0.196E-01
   1 F= -.35040560E+03 E0= -.34993605E+03  d E =-.939097E+00
