 running on   12 total cores
 distrk:  each k-point on   12 cores,    1 groups
 distr:  one band on    6 cores,    2 groups
 using from now: INCAR     
 vasp.5.4.4.18Apr17-6-g9f103f2a35 (build Aug 13 2019 17:33:20) gamma-only       
  
 POSCAR found type information on POSCAR  Ty Ty
 POSCAR found :  2 types and      52 ions
 scaLAPACK will be used
 WARNING: type information on POSCAR and POTCAR are incompatible
 POTCAR overwrites the type information in POSCAR
 typ   1 type information:  Ty Ni
 WARNING: type information on POSCAR and POTCAR are incompatible
 POTCAR overwrites the type information in POSCAR
 typ   2 type information:  Ty S 
 LDA part: xc-table for Pade appr. of Perdew
 POSCAR, INCAR and KPOINTS ok, starting setup
 FFT: planning ...
 WAVECAR not read
 entering main loop
       N       E                     dE             d eps       ncg     rms          rms(c)
DAV:   1     0.648643825275E+04    0.64864E+04   -0.36646E+05   848   0.154E+03
DAV:   2     0.348343378780E+03   -0.61381E+04   -0.59221E+04   736   0.492E+02
DAV:   3    -0.252314212610E+03   -0.60066E+03   -0.58058E+03   816   0.165E+02
DAV:   4    -0.280849850430E+03   -0.28536E+02   -0.28244E+02   800   0.341E+01
DAV:   5    -0.281938425079E+03   -0.10886E+01   -0.10867E+01   848   0.694E+00    0.860E+01
DAV:   6    -0.324203124020E+03   -0.42265E+02   -0.67192E+02   888   0.127E+02    0.133E+02
DAV:   7    -0.259573450446E+03    0.64630E+02   -0.15545E+02   768   0.797E+01    0.574E+01
DAV:   8    -0.305293803645E+03   -0.45720E+02   -0.18595E+02   896   0.987E+01    0.104E+02
DAV:   9    -0.264340221268E+03    0.40954E+02   -0.81011E+01   944   0.515E+01    0.506E+01
DAV:  10    -0.274383141628E+03   -0.10043E+02   -0.69379E+01   936   0.599E+01    0.679E+01
DAV:  11    -0.260746994664E+03    0.13636E+02   -0.50007E+01   960   0.494E+01    0.401E+01
DAV:  12    -0.257888384097E+03    0.28586E+01   -0.29663E+01   936   0.411E+01    0.470E+01
DAV:  13    -0.252788631286E+03    0.50998E+01   -0.32946E+01   928   0.255E+01    0.247E+01
DAV:  14    -0.250241834900E+03    0.25468E+01   -0.62809E+00   952   0.187E+01    0.178E+01
DAV:  15    -0.249202613346E+03    0.10392E+01   -0.24840E+00   944   0.110E+01    0.149E+01
DAV:  16    -0.248703523086E+03    0.49909E+00   -0.11264E+00   944   0.730E+00    0.127E+01
DAV:  17    -0.248319352883E+03    0.38417E+00   -0.35600E-01   944   0.396E+00    0.111E+01
DAV:  18    -0.248027649354E+03    0.29170E+00   -0.39329E-01   944   0.454E+00    0.101E+01
DAV:  19    -0.247789122936E+03    0.23853E+00   -0.18124E-01   944   0.274E+00    0.884E+00
DAV:  20    -0.247480047224E+03    0.30908E+00   -0.18737E-01   960   0.363E+00    0.681E+00
DAV:  21    -0.247265118624E+03    0.21493E+00   -0.71451E-01  1008   0.704E+00    0.485E+00
DAV:  22    -0.247234802322E+03    0.30316E-01   -0.38922E-01   920   0.415E+00    0.380E+00
DAV:  23    -0.247252668902E+03   -0.17867E-01   -0.18739E-01   872   0.330E+00    0.381E+00
DAV:  24    -0.247203723719E+03    0.48945E-01   -0.13735E-01   784   0.280E+00    0.250E+00
DAV:  25    -0.247185487140E+03    0.18237E-01   -0.76628E-02   944   0.216E+00    0.212E+00
DAV:  26    -0.247174998152E+03    0.10489E-01   -0.44366E-02   824   0.174E+00    0.134E+00
DAV:  27    -0.247170406306E+03    0.45918E-02   -0.21027E-02   952   0.116E+00    0.114E+00
DAV:  28    -0.247164363210E+03    0.60431E-02   -0.20112E-02   960   0.102E+00    0.541E-01
DAV:  29    -0.247164809680E+03   -0.44647E-03   -0.90875E-03   808   0.631E-01    0.482E-01
DAV:  30    -0.247163978223E+03    0.83146E-03   -0.31443E-03   824   0.490E-01    0.263E-01
DAV:  31    -0.247164189933E+03   -0.21171E-03   -0.12195E-03   760   0.253E-01    0.252E-01
DAV:  32    -0.247164090198E+03    0.99735E-04   -0.51596E-04   592   0.202E-01
   1 F= -.24716409E+03 E0= -.24674540E+03  d E =-.837374E+00
